(MMTM_code) PS C:\黄琬婷\作业2\作业2\作业2\FCN分割算法> python train.py
Setting up a new session...
C:\Users\bb009\anaconda3\envs\MMTM_code\lib\site-packages\torchvision\models\_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
C:\Users\bb009\anaconda3\envs\MMTM_code\lib\site-packages\torchvision\models\_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=VGG19_Weights.IMAGENET1K_V1`. You can also use `weights=VGG19_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Downloading: "https://download.pytorch.org/models/vgg19-dcbb9e9d.pth" to C:\Users\bb009/.cache\torch\hub\checkpoints\vgg19-dcbb9e9d.pth
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████| 548M/548M [00:56<00:00, 10.2MB/s]
epoch 64, 300/540,train loss is 0.009718011133372784
epoch 64, 315/540,train loss is 0.016478747129440308
epoch 64, 330/540,train loss is 0.00798757653683424
epoch 64, 345/540,train loss is 0.013751508668065071
epoch 64, 360/540,train loss is 0.029758702963590622
epoch 64, 375/540,train loss is 0.020289164036512375
epoch 64, 390/540,train loss is 0.00809011235833168
epoch 64, 405/540,train loss is 0.01925799995660782
epoch 64, 420/540,train loss is 0.015170473605394363
epoch 64, 435/540,train loss is 0.011010524816811085
epoch 64, 450/540,train loss is 0.03566955029964447
epoch 64, 465/540,train loss is 0.012020573019981384
epoch 64, 480/540,train loss is 0.01217791996896267
epoch 64, 495/540,train loss is 0.01595771685242653
epoch 64, 510/540,train loss is 0.01570926420390606
epoch 64, 525/540,train loss is 0.012538580223917961
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.018792, epoch test loss = 0.137761, Time 00:00:46
epoch 65, 0/540,train loss is 0.011263253167271614
epoch 65, 15/540,train loss is 0.015202517621219158
epoch 65, 30/540,train loss is 0.01089330855756998
epoch 65, 45/540,train loss is 0.023566508665680885
epoch 65, 60/540,train loss is 0.004934304393827915
epoch 65, 75/540,train loss is 0.008831555023789406
epoch 65, 90/540,train loss is 0.02022266387939453
epoch 65, 105/540,train loss is 0.014319820329546928
epoch 65, 120/540,train loss is 0.02381911315023899
epoch 65, 135/540,train loss is 0.022519221529364586
epoch 65, 150/540,train loss is 0.04918059706687927
epoch 65, 165/540,train loss is 0.030465001240372658
epoch 65, 180/540,train loss is 0.01214570365846157
epoch 65, 195/540,train loss is 0.05431517958641052
epoch 65, 210/540,train loss is 0.016002152115106583
epoch 65, 225/540,train loss is 0.028763409703969955
epoch 65, 240/540,train loss is 0.9210180640220642
epoch 65, 255/540,train loss is 0.017599666491150856
epoch 65, 270/540,train loss is 0.012967540882527828
epoch 65, 285/540,train loss is 0.023283978924155235
epoch 65, 300/540,train loss is 0.015645332634449005
epoch 65, 315/540,train loss is 0.010503023862838745
epoch 65, 330/540,train loss is 0.02181383967399597
epoch 65, 345/540,train loss is 0.0071603115648031235
epoch 65, 360/540,train loss is 0.02072433941066265
epoch 65, 375/540,train loss is 0.013370809145271778
epoch 65, 390/540,train loss is 0.009837795048952103
epoch 65, 405/540,train loss is 0.01106302160769701
epoch 65, 420/540,train loss is 0.007618475239723921
epoch 65, 435/540,train loss is 0.015355184674263
epoch 65, 450/540,train loss is 0.011575141921639442
epoch 65, 465/540,train loss is 0.021184200420975685
epoch 65, 480/540,train loss is 0.022740105167031288
epoch 65, 495/540,train loss is 0.025387467816472054
epoch 65, 510/540,train loss is 0.0036268907133489847
epoch 65, 525/540,train loss is 0.01668963022530079
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.018681, epoch test loss = 0.149339, Time 00:00:48
saveing checkpoints/fcn_model_65.pt
epoch 66, 0/540,train loss is 0.014180149883031845
epoch 66, 15/540,train loss is 0.015094013884663582
epoch 66, 30/540,train loss is 0.022345371544361115
epoch 66, 45/540,train loss is 0.006431254558265209
epoch 66, 60/540,train loss is 0.01923888362944126
epoch 66, 75/540,train loss is 0.009009024128317833
epoch 66, 90/540,train loss is 0.021510358899831772
epoch 66, 105/540,train loss is 0.015432274900376797
epoch 66, 120/540,train loss is 0.015293440781533718
epoch 66, 135/540,train loss is 0.015366744250059128
epoch 66, 150/540,train loss is 0.028867987915873528
epoch 66, 165/540,train loss is 0.007263601757586002
epoch 66, 180/540,train loss is 0.010186797007918358
epoch 66, 195/540,train loss is 0.02647111564874649
epoch 66, 210/540,train loss is 0.025045666843652725
epoch 66, 225/540,train loss is 0.025334496051073074
epoch 66, 240/540,train loss is 0.030961692333221436
epoch 66, 255/540,train loss is 0.014654156751930714
epoch 66, 270/540,train loss is 0.023169759660959244
epoch 66, 285/540,train loss is 0.024222010746598244
epoch 66, 300/540,train loss is 0.008008494973182678
epoch 66, 315/540,train loss is 0.028499364852905273
epoch 66, 330/540,train loss is 0.013619386591017246
epoch 66, 345/540,train loss is 0.010540223680436611
epoch 66, 360/540,train loss is 0.012518823146820068
epoch 66, 375/540,train loss is 0.012133953161537647
epoch 66, 390/540,train loss is 0.010522670112550259
epoch 66, 405/540,train loss is 0.008301724679768085
epoch 66, 420/540,train loss is 0.005954382941126823
epoch 66, 435/540,train loss is 0.027160434052348137
epoch 66, 450/540,train loss is 0.013220901601016521
epoch 66, 465/540,train loss is 0.012402561493217945
epoch 66, 480/540,train loss is 0.014773734845221043
epoch 66, 495/540,train loss is 0.007036141585558653
epoch 66, 510/540,train loss is 0.011547544039785862
epoch 66, 525/540,train loss is 0.006562253460288048
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.018565, epoch test loss = 0.159738, Time 00:00:48
epoch 67, 0/540,train loss is 0.006354804616421461
epoch 67, 15/540,train loss is 0.014731592498719692
epoch 67, 30/540,train loss is 0.06468840688467026
epoch 67, 45/540,train loss is 0.017362108454108238
epoch 67, 60/540,train loss is 0.019897498190402985
epoch 67, 75/540,train loss is 0.008751190267503262
epoch 67, 90/540,train loss is 0.014094972051680088
epoch 67, 105/540,train loss is 0.009530656971037388
epoch 67, 120/540,train loss is 0.029218114912509918
epoch 67, 135/540,train loss is 0.012925012968480587
epoch 67, 150/540,train loss is 0.025126030668616295
epoch 67, 165/540,train loss is 0.01114259846508503
epoch 67, 180/540,train loss is 0.016322026029229164
epoch 67, 195/540,train loss is 0.012605788186192513
epoch 67, 210/540,train loss is 0.009828961454331875
epoch 67, 225/540,train loss is 0.01970326341688633
epoch 67, 240/540,train loss is 0.013488821685314178
epoch 67, 255/540,train loss is 0.025957584381103516
epoch 67, 270/540,train loss is 0.01857316866517067
epoch 67, 285/540,train loss is 0.013678552582859993
epoch 67, 300/540,train loss is 0.014150671660900116
epoch 67, 315/540,train loss is 0.011172443628311157
epoch 67, 330/540,train loss is 0.02406569942831993
epoch 67, 345/540,train loss is 0.0128898024559021
epoch 67, 360/540,train loss is 0.026725005358457565
epoch 67, 375/540,train loss is 0.016258757561445236
epoch 67, 390/540,train loss is 0.017239922657608986
epoch 67, 405/540,train loss is 0.015487472526729107
epoch 67, 420/540,train loss is 0.017762374132871628
epoch 67, 435/540,train loss is 0.009908484295010567
epoch 67, 450/540,train loss is 0.006756606046110392
epoch 67, 465/540,train loss is 0.010471317917108536
epoch 67, 480/540,train loss is 0.009809679351747036
epoch 67, 495/540,train loss is 0.013871095143258572
epoch 67, 510/540,train loss is 0.015363065525889397
epoch 67, 525/540,train loss is 0.050473403185606
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.018404, epoch test loss = 0.145163, Time 00:00:47
epoch 68, 0/540,train loss is 0.011375653557479382
epoch 68, 15/540,train loss is 0.00787032674998045
epoch 68, 30/540,train loss is 0.018714413046836853
epoch 68, 45/540,train loss is 0.011242765933275223
epoch 68, 60/540,train loss is 0.00785610917955637
epoch 68, 75/540,train loss is 0.015677396208047867
epoch 68, 90/540,train loss is 0.0165136456489563
epoch 68, 105/540,train loss is 0.007588390726596117
epoch 68, 120/540,train loss is 0.009962564334273338
epoch 68, 135/540,train loss is 0.0045132702216506
epoch 68, 150/540,train loss is 0.02809826284646988
epoch 68, 165/540,train loss is 0.00902012549340725
epoch 68, 180/540,train loss is 0.020446384325623512
epoch 68, 195/540,train loss is 0.014877314679324627
epoch 68, 210/540,train loss is 0.02714771218597889
epoch 68, 225/540,train loss is 0.015811694785952568
epoch 68, 240/540,train loss is 0.01461010705679655
epoch 68, 255/540,train loss is 0.0068159508518874645
epoch 68, 270/540,train loss is 0.012803327292203903
epoch 68, 285/540,train loss is 0.012527409940958023
epoch 68, 300/540,train loss is 0.023373587056994438
epoch 68, 315/540,train loss is 0.021534333005547523
epoch 68, 330/540,train loss is 0.006412919610738754
epoch 68, 345/540,train loss is 0.020366156473755836
epoch 68, 360/540,train loss is 0.029007358476519585
epoch 68, 375/540,train loss is 0.02171880379319191
epoch 68, 390/540,train loss is 0.008534700609743595
epoch 68, 405/540,train loss is 0.013283330015838146
epoch 68, 420/540,train loss is 0.01955464482307434
epoch 68, 435/540,train loss is 0.022877076640725136
epoch 68, 450/540,train loss is 0.004312222823500633
epoch 68, 465/540,train loss is 0.03416287899017334
epoch 68, 480/540,train loss is 0.0102634746581316
epoch 68, 495/540,train loss is 0.014740283600986004
epoch 68, 510/540,train loss is 0.019041555002331734
epoch 68, 525/540,train loss is 0.012716171331703663
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.018337, epoch test loss = 0.153072, Time 00:00:45
epoch 69, 0/540,train loss is 0.022348856553435326
epoch 69, 15/540,train loss is 0.01864822953939438
epoch 69, 30/540,train loss is 0.0506807379424572
epoch 69, 45/540,train loss is 0.06084195896983147
epoch 69, 60/540,train loss is 0.014194408431649208
epoch 69, 75/540,train loss is 0.014252147637307644
epoch 69, 90/540,train loss is 0.015328876674175262
epoch 69, 105/540,train loss is 0.010254969820380211
epoch 69, 120/540,train loss is 0.012967400252819061
epoch 69, 135/540,train loss is 0.005983598064631224
epoch 69, 150/540,train loss is 0.020660633221268654
epoch 69, 165/540,train loss is 0.01029546931385994
epoch 69, 180/540,train loss is 0.013966548256576061
epoch 69, 195/540,train loss is 0.021156150847673416
epoch 69, 210/540,train loss is 0.010834068059921265
epoch 69, 225/540,train loss is 0.0077385674230754375
epoch 69, 240/540,train loss is 0.007050430402159691
epoch 69, 255/540,train loss is 0.016311023384332657
epoch 69, 270/540,train loss is 0.012095787562429905
epoch 69, 285/540,train loss is 0.009942563250660896
epoch 69, 300/540,train loss is 0.018277790397405624
epoch 69, 315/540,train loss is 0.006035523489117622
epoch 69, 330/540,train loss is 0.009668841026723385
epoch 69, 345/540,train loss is 0.015757033601403236
epoch 69, 360/540,train loss is 0.012969412840902805
epoch 69, 375/540,train loss is 0.014041471295058727
epoch 69, 390/540,train loss is 0.01499292254447937
epoch 69, 405/540,train loss is 0.020556330680847168
epoch 69, 420/540,train loss is 0.019751986488699913
epoch 69, 435/540,train loss is 0.009626626968383789
epoch 69, 450/540,train loss is 0.02116159163415432
epoch 69, 465/540,train loss is 0.0074813151732087135
epoch 69, 480/540,train loss is 0.011540484614670277
epoch 69, 495/540,train loss is 0.026704397052526474
epoch 69, 510/540,train loss is 0.01552139688283205
epoch 69, 525/540,train loss is 0.011767811141908169
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.018358, epoch test loss = 0.162053, Time 00:00:46
epoch 70, 0/540,train loss is 0.02502867579460144
epoch 70, 15/540,train loss is 0.010369319468736649
epoch 70, 30/540,train loss is 0.010214701294898987
epoch 70, 45/540,train loss is 0.014837737195193768
epoch 70, 60/540,train loss is 0.025115175172686577
epoch 70, 75/540,train loss is 0.01150963269174099
epoch 70, 90/540,train loss is 0.008170809596776962
epoch 70, 105/540,train loss is 0.00885278545320034
epoch 70, 120/540,train loss is 0.007627078332006931
epoch 70, 135/540,train loss is 0.023787790909409523
epoch 70, 150/540,train loss is 0.01195476297289133
epoch 70, 165/540,train loss is 0.00599918095394969
epoch 70, 180/540,train loss is 0.004913627170026302
epoch 70, 195/540,train loss is 0.02555595152080059
epoch 70, 210/540,train loss is 0.021525200456380844
epoch 70, 225/540,train loss is 0.01012580469250679
epoch 70, 240/540,train loss is 0.016193730756640434
epoch 70, 255/540,train loss is 0.01399268489331007
epoch 70, 270/540,train loss is 0.012035110034048557
epoch 70, 285/540,train loss is 0.012060616165399551
epoch 70, 300/540,train loss is 0.018533604219555855
epoch 70, 315/540,train loss is 0.03174111247062683
epoch 70, 330/540,train loss is 0.02318556047976017
epoch 70, 345/540,train loss is 0.006068835034966469
epoch 70, 360/540,train loss is 0.019435793161392212
epoch 70, 375/540,train loss is 0.006865805014967918
epoch 70, 390/540,train loss is 0.013768870383501053
epoch 70, 405/540,train loss is 0.004668654873967171
epoch 70, 420/540,train loss is 0.02015959471464157
epoch 70, 435/540,train loss is 0.019657766446471214
epoch 70, 450/540,train loss is 0.022734321653842926
epoch 70, 465/540,train loss is 0.021117519587278366
epoch 70, 480/540,train loss is 0.027913589030504227
epoch 70, 495/540,train loss is 0.0068923234939575195
epoch 70, 510/540,train loss is 0.014907002449035645
epoch 70, 525/540,train loss is 0.022709717974066734
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.018510, epoch test loss = 0.155948, Time 00:00:47
saveing checkpoints/fcn_model_70.pt
epoch 71, 0/540,train loss is 0.009168672375380993
epoch 71, 15/540,train loss is 0.012470302172005177
epoch 71, 30/540,train loss is 0.019614120945334435
epoch 71, 45/540,train loss is 0.011468334123492241
epoch 71, 60/540,train loss is 0.030933255329728127
epoch 71, 75/540,train loss is 0.021884487941861153
epoch 71, 90/540,train loss is 0.005684236064553261
epoch 71, 105/540,train loss is 0.022750405594706535
epoch 71, 120/540,train loss is 0.011905142106115818
epoch 71, 135/540,train loss is 0.015348332934081554
epoch 71, 150/540,train loss is 0.022525502368807793
epoch 71, 165/540,train loss is 0.022219138219952583
epoch 71, 180/540,train loss is 0.009943129494786263
epoch 71, 195/540,train loss is 0.02273503690958023
epoch 71, 210/540,train loss is 0.012876797467470169
